Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Aug 30, 2025;Aug 31, 2025;9,292.50;16,142.75;7,204.75;36,370.00;240.00;-;4,462.00;7,584.00;7,893.00;2,856.00
Aug 31, 2025;Sep 1, 2025;9,009.50;15,146.75;4,360.00;44,910.25;240.00;-;10,554.25;7,590.25;4,993.75;2,856.00
Sep 1, 2025;Sep 2, 2025;9,187.25;15,586.50;7,086.50;19,721.75;240.00;-;31,846.50;7,752.50;8,576.25;2,856.00
Sep 2, 2025;Sep 3, 2025;9,230.50;16,119.25;5,312.50;34,066.50;240.00;-;37,023.75;7,590.00;7,121.25;2,856.00
Sep 3, 2025;Sep 4, 2025;9,241.00;14,970.00;12,485.25;38,035.50;240.00;-;24,704.25;7,588.75;6,364.25;2,856.00
Sep 4, 2025;Sep 5, 2025;9,148.00;15,307.75;8,883.50;26,776.25;240.00;-;30,491.50;7,768.00;8,172.75;2,856.00
Sep 5, 2025;Sep 6, 2025;9,349.50;16,612.50;6,641.75;26,018.00;240.00;-;36,491.00;7,589.00;7,099.00;2,856.00
Sep 6, 2025;Sep 7, 2025;9,207.50;17,148.25;6,278.00;49,986.25;240.00;-;23,435.00;7,586.50;5,607.00;2,856.00
Sep 7, 2025;Sep 8, 2025;9,357.75;14,289.25;9,104.25;43,635.75;240.00;-;6,743.00;7,584.00;2,507.00;2,856.00
Sep 8, 2025;Sep 9, 2025;9,379.50;16,130.75;2,195.75;19,748.50;240.00;-;32,252.00;7,910.75;9,427.00;3,431.75
Sep 9, 2025;Sep 10, 2025;9,237.00;17,552.00;3,818.25;16,997.00;240.00;-;42,916.00;8,182.75;7,119.00;3,199.50
Sep 10, 2025;Sep 11, 2025;9,263.75;16,265.50;1,507.50;21,191.75;240.00;-;41,393.75;7,985.75;9,048.50;2,856.00
Sep 11, 2025;Sep 12, 2025;9,158.00;14,860.75;18,899.50;31,830.75;240.00;-;8,026.25;7,558.00;5,537.00;2,856.00
Sep 12, 2025;Sep 13, 2025;9,218.25;15,446.25;11,066.50;34,655.25;240.00;-;7,207.25;7,601.75;7,016.75;2,929.50
Sep 13, 2025;Sep 14, 2025;9,364.25;13,682.75;6,952.25;35,601.25;240.00;-;5,799.00;7,570.25;5,513.25;2,856.00
Sep 14, 2025;Sep 15, 2025;9,500.75;14,331.50;11,300.00;31,285.50;240.00;-;6,792.25;7,582.50;7,422.25;3,225.00
Sep 15, 2025;Sep 16, 2025;9,383.50;14,058.00;25,843.25;31,494.25;240.00;-;20,850.00;7,584.00;6,974.75;2,856.00
Sep 16, 2025;Sep 17, 2025;9,264.75;13,119.75;21,796.50;32,269.00;240.00;-;13,183.25;7,567.75;6,007.75;2,856.00
Sep 17, 2025;Sep 18, 2025;9,130.00;12,058.75;9,298.25;32,288.25;240.00;-;30,783.75;7,573.50;7,063.75;3,018.50
Sep 18, 2025;Sep 19, 2025;8,986.50;13,532.25;6,837.75;47,061.50;240.00;-;12,465.50;7,718.00;5,974.75;2,888.25
Sep 19, 2025;Sep 20, 2025;9,161.25;10,994.50;3,257.50;46,899.75;240.00;-;14,867.25;7,570.75;7,655.00;3,225.50
Sep 20, 2025;Sep 21, 2025;9,226.25;10,129.00;6,287.50;43,656.50;240.00;-;5,226.00;7,596.75;4,863.25;2,856.00
Sep 21, 2025;Sep 22, 2025;9,392.50;11,848.50;9,189.75;21,525.50;240.00;-;20,076.00;7,584.00;3,199.75;2,856.00
Sep 22, 2025;Sep 23, 2025;9,406.25;13,975.50;17,243.75;7,544.75;240.00;-;28,191.50;7,576.25;4,879.50;2,856.00
Sep 23, 2025;Sep 24, 2025;9,320.50;15,875.25;16,345.00;7,713.25;240.00;-;32,463.75;7,744.00;6,534.75;2,856.00
Sep 24, 2025;Sep 25, 2025;9,185.00;15,306.25;14,407.50;3,566.50;240.00;-;15,323.75;7,584.00;5,575.50;2,856.00
Sep 25, 2025;Sep 26, 2025;9,183.25;16,280.50;3,510.25;9,343.25;240.00;-;22,818.25;7,583.50;8,877.25;2,856.00
Sep 26, 2025;Sep 27, 2025;9,338.00;16,835.50;3,223.75;9,372.75;240.00;-;26,859.50;7,584.00;7,291.00;2,856.00
Sep 27, 2025;Sep 28, 2025;9,397.00;16,367.50;542.50;14,207.25;240.00;-;15,434.75;7,584.00;3,986.50;2,856.00
Sep 28, 2025;Sep 29, 2025;9,262.00;15,601.25;1,104.25;20,951.50;240.00;-;16,309.50;7,584.00;2,405.50;2,856.00
Sep 29, 2025;Sep 30, 2025;9,527.00;15,136.75;409.25;26,681.75;240.00;-;37,303.50;7,584.00;8,184.50;2,941.50
Sep 30, 2025;Oct 1, 2025;9,625.50;14,551.00;1,858.75;17,810.75;240.00;-;43,176.25;7,745.75;8,314.75;2,856.00
Oct 1, 2025;Oct 2, 2025;9,345.50;14,654.75;6,154.25;33,595.25;240.00;-;38,682.00;7,584.00;7,344.50;2,856.00
Oct 2, 2025;Oct 3, 2025;9,568.50;15,810.00;10,645.25;41,192.00;240.00;-;25,342.00;7,581.75;6,225.00;2,856.00
Oct 3, 2025;Oct 4, 2025;9,494.00;14,902.50;13,706.50;27,115.75;240.00;-;9,528.25;7,637.50;6,376.25;2,856.00
Oct 4, 2025;Oct 5, 2025;9,843.25;12,626.00;23,795.00;14,977.75;240.00;-;8,765.00;7,568.75;4,219.50;2,856.00
Oct 5, 2025;Oct 6, 2025;9,717.00;14,860.00;24,294.00;18,185.00;240.00;-;6,623.75;7,556.75;2,492.25;2,856.00
Oct 6, 2025;Oct 7, 2025;9,766.25;13,762.50;20,166.50;7,646.50;240.00;-;36,786.00;7,579.50;6,918.00;2,856.00
Oct 7, 2025;Oct 8, 2025;9,709.75;15,123.75;2,570.25;17,498.25;240.00;-;42,762.50;7,785.75;6,124.50;2,856.00
Oct 8, 2025;Oct 9, 2025;9,722.50;14,737.00;1,199.00;32,717.50;240.00;-;42,112.25;7,754.25;6,705.25;3,150.75
Oct 9, 2025;Oct 10, 2025;9,762.00;13,540.50;981.25;12,260.00;240.00;-;41,927.00;9,301.25;3,964.50;2,856.00
Oct 10, 2025;Oct 11, 2025;9,884.50;12,687.50;1,500.50;16,004.50;240.00;-;42,133.50;7,724.00;6,061.00;2,856.00
Oct 11, 2025;Oct 12, 2025;9,686.50;10,793.25;1,943.75;28,578.50;240.00;-;26,038.00;7,570.00;2,873.25;2,856.00
Oct 12, 2025;Oct 13, 2025;10,041.50;9,872.25;2,517.00;20,596.75;240.00;-;20,124.50;7,582.25;2,844.75;2,856.00
Oct 13, 2025;Oct 14, 2025;9,894.25;12,527.25;2,809.50;12,641.00;240.00;-;46,929.50;7,947.50;8,308.50;3,292.75
Oct 14, 2025;Oct 15, 2025;9,675.50;12,783.50;2,633.75;28,961.75;240.00;-;50,132.00;7,972.00;6,230.75;2,856.00
Oct 15, 2025;Oct 16, 2025;9,788.50;12,835.00;4,048.00;20,753.00;240.00;-;49,358.25;9,912.75;5,381.00;3,115.00
Oct 16, 2025;Oct 17, 2025;9,605.75;10,972.25;2,064.25;17,648.50;240.00;-;48,068.25;10,627.75;5,171.50;2,991.00
Oct 17, 2025;Oct 18, 2025;9,574.75;10,269.75;1,230.00;12,885.75;240.00;-;52,898.00;8,931.50;5,617.25;2,856.00
Oct 18, 2025;Oct 19, 2025;9,844.00;8,940.75;7,102.75;25,373.75;240.00;-;24,281.75;7,824.00;2,995.50;2,856.00
Oct 19, 2025;Oct 20, 2025;10,033.75;8,557.75;11,242.39;18,505.00;240.00;-;9,826.25;7,594.75;2,657.50;2,856.00
Oct 20, 2025;Oct 21, 2025;10,053.25;9,891.00;11,895.97;8,931.75;240.00;-;26,108.25;7,697.75;7,167.50;3,152.75
Oct 21, 2025;Oct 22, 2025;10,066.75;8,591.00;20,715.00;17,362.25;240.00;-;30,207.50;7,665.00;2,758.00;3,272.00
Oct 22, 2025;Oct 23, 2025;10,041.50;10,020.25;11,233.00;9,290.75;240.00;-;45,370.50;8,338.50;7,967.00;3,094.25
Oct 23, 2025;Oct 24, 2025;9,982.32;12,198.90;31,325.35;9,400.22;240.00;-;25,688.90;7,574.65;3,303.80;3,547.42
Oct 24, 2025;Oct 25, 2025;10,015.31;13,459.54;29,289.81;20,830.75;240.00;-;19,540.58;7,558.59;4,399.82;3,515.10
Oct 25, 2025;Oct 26, 2025;10,097.53;13,211.77;27,397.74;12,631.81;240.00;-;8,956.39;7,631.24;5,962.32;2,856.00
Oct 26, 2025;Oct 27, 2025;10,539.99;15,215.13;27,113.38;18,054.88;250.00;-;4,987.18;7,877.21;2,123.13;3,377.56
Oct 27, 2025;Oct 28, 2025;10,059.34;16,584.57;32,269.14;7,828.89;240.00;-;19,461.18;7,800.21;5,231.06;2,856.00
Oct 28, 2025;Oct 29, 2025;10,066.97;16,084.85;29,489.12;13,290.92;240.00;-;19,125.22;7,958.53;4,731.99;2,856.00
Oct 29, 2025;Oct 30, 2025;9,982.97;16,627.89;10,860.60;24,540.18;240.00;-;23,896.11;8,220.58;6,112.39;2,856.00
Oct 30, 2025;Oct 31, 2025;10,161.70;16,001.09;17,976.13;26,539.81;240.00;-;29,555.14;7,858.69;3,375.07;2,856.00
Oct 31, 2025;Nov 1, 2025;10,240.66;15,277.64;9,005.53;19,042.41;240.00;-;36,393.06;8,041.21;3,894.81;2,856.00
Nov 1, 2025;Nov 2, 2025;10,133.68;15,461.57;9,855.82;9,517.60;240.00;-;14,638.02;8,054.30;3,883.07;2,856.00
Nov 2, 2025;Nov 3, 2025;10,057.31;16,081.90;12,538.15;4,726.28;240.00;-;13,695.16;8,047.17;5,132.56;2,856.00
Nov 3, 2025;Nov 4, 2025;10,320.77;15,950.13;14,341.69;20,163.53;240.00;-;28,189.24;8,287.76;2,806.40;3,099.25
Nov 4, 2025;Nov 5, 2025;10,156.97;15,273.65;3,935.77;28,088.66;240.00;-;35,483.44;8,019.14;3,293.91;2,856.00
Nov 5, 2025;Nov 6, 2025;10,222.44;15,514.31;3,182.54;25,399.43;240.00;-;31,711.82;8,000.26;4,674.91;2,857.57
Nov 6, 2025;Nov 7, 2025;10,114.31;14,549.20;2,406.15;19,549.80;240.00;-;34,869.29;8,072.08;4,010.57;2,856.00
Nov 7, 2025;Nov 8, 2025;10,240.74;15,623.86;932.84;10,770.85;240.00;-;37,051.39;8,041.83;8,962.44;2,856.00
Nov 8, 2025;Nov 9, 2025;10,215.36;14,966.85;1,313.27;9,828.02;240.00;-;35,090.48;8,061.31;4,490.25;2,856.00
Nov 9, 2025;Nov 10, 2025;10,254.33;14,340.57;4,251.56;4,330.81;240.00;-;36,626.91;8,066.77;2,386.65;2,856.00
Nov 10, 2025;Nov 11, 2025;10,331.79;15,302.55;3,451.19;15,279.90;240.00;-;40,282.70;8,060.56;6,149.84;2,856.00
Nov 11, 2025;Nov 12, 2025;10,302.24;12,596.74;8,304.99;19,114.86;240.00;-;22,922.60;8,061.22;5,839.69;2,856.00
Nov 12, 2025;Nov 13, 2025;10,222.51;13,081.11;8,595.11;19,792.95;240.00;-;36,517.58;8,068.26;5,262.78;2,856.00
Nov 13, 2025;Nov 14, 2025;10,118.41;10,964.41;14,034.69;19,356.43;240.00;-;34,654.70;7,990.02;4,210.63;2,856.00
Nov 14, 2025;Nov 15, 2025;10,247.75;10,149.67;13,418.00;10,010.56;240.00;-;43,941.21;8,187.44;8,487.28;3,036.45
Nov 15, 2025;Nov 16, 2025;10,261.83;10,464.65;6,080.09;11,784.44;240.00;-;19,001.96;7,774.67;2,212.61;2,856.00
Nov 16, 2025;Nov 17, 2025;10,274.23;9,474.54;5,195.67;7,864.46;240.00;-;16,510.07;8,051.90;5,505.30;2,856.00
Nov 17, 2025;Nov 18, 2025;10,130.23;10,883.57;10,258.44;5,756.37;240.00;-;33,307.13;8,132.97;5,361.33;3,261.54
Nov 18, 2025;Nov 19, 2025;10,228.22;11,902.23;3,851.83;20,559.05;240.00;-;37,087.24;8,237.48;4,348.56;3,437.96
Nov 19, 2025;Nov 20, 2025;10,285.99;10,686.23;0.00;17,238.28;240.00;-;40,741.70;8,171.46;8,658.24;2,856.00
Nov 20, 2025;Nov 21, 2025;10,289.62;11,457.59;10,051.25;7,521.38;240.00;-;46,576.63;9,227.80;9,446.35;3,351.78
Nov 21, 2025;Nov 22, 2025;10,315.37;10,877.26;5,383.27;10,171.65;240.00;-;56,363.67;9,097.09;9,175.10;2,856.00
Nov 22, 2025;Nov 23, 2025;10,433.79;9,450.24;1,875.86;16,062.70;240.00;-;35,884.08;8,275.94;5,387.48;2,856.00
Nov 23, 2025;Nov 24, 2025;10,538.78;8,801.96;9,150.90;13,844.52;240.00;-;39,272.56;8,281.14;2,498.74;2,856.00
Nov 24, 2025;Nov 25, 2025;10,606.45;12,609.72;8,638.15;3,169.52;240.00;-;52,917.04;8,996.66;7,431.54;2,856.00
Nov 25, 2025;Nov 26, 2025;10,557.06;17,552.53;3,220.40;4,239.72;240.00;-;61,998.07;9,174.22;12,063.57;3,091.53
Nov 26, 2025;Nov 27, 2025;10,696.20;18,627.28;2,582.59;3,764.01;240.00;-;58,829.57;9,139.84;12,856.47;2,856.00
Nov 27, 2025;Nov 28, 2025;10,662.39;18,271.68;2,148.79;10,913.94;240.00;-;59,319.49;8,279.82;2,598.87;3,426.40
Nov 28, 2025;Nov 29, 2025;10,816.11;15,780.76;6,985.73;7,504.75;240.00;-;61,839.89;8,110.31;6,599.52;3,433.42
Nov 29, 2025;Nov 30, 2025;10,770.69;13,456.52;6,616.16;9,361.67;240.00;-;39,917.21;7,971.60;2,471.64;2,856.00
Nov 30, 2025;Dec 1, 2025;11,023.12;13,637.45;8,582.74;4,112.26;240.00;-;33,041.48;7,979.66;969.90;2,856.00
Dec 1, 2025;Dec 2, 2025;10,966.34;14,184.29;5,367.10;14,315.61;240.00;-;42,290.56;8,113.12;4,939.04;2,956.85
Dec 2, 2025;Dec 3, 2025;10,900.42;14,112.96;6,379.23;15,211.22;240.00;-;51,205.68;8,081.27;7,198.54;2,856.00
Dec 3, 2025;Dec 4, 2025;10,915.09;15,846.95;0.00;0.00;240.00;-;64,713.26;9,536.80;10,330.17;3,389.69
Dec 4, 2025;Dec 5, 2025;11,021.23;15,848.33;0.00;0.00;240.00;-;68,726.77;10,245.47;3,215.14;3,594.14
Dec 5, 2025;Dec 6, 2025;11,170.00;13,985.44;0.00;0.00;240.00;-;50,979.64;9,126.26;6,177.53;3,007.96
Dec 6, 2025;Dec 7, 2025;11,053.04;12,334.63;0.00;0.00;240.00;-;28,620.54;8,544.61;6,919.40;2,856.00
Dec 7, 2025;Dec 8, 2025;11,083.45;12,523.42;0.00;0.00;240.00;-;11,692.43;8,166.81;7,875.85;2,856.00
Dec 8, 2025;Dec 9, 2025;10,952.44;15,855.41;0.00;0.00;240.00;-;36,194.40;8,793.81;13,109.01;2,856.00
Dec 9, 2025;Dec 10, 2025;10,943.15;14,751.90;0.00;0.00;240.00;-;38,012.77;8,730.82;4,263.48;2,856.00
Dec 10, 2025;Dec 11, 2025;10,721.72;14,939.70;0.00;0.00;240.00;-;50,041.74;9,082.79;10,443.81;3,721.35
Dec 11, 2025;Dec 12, 2025;10,769.75;13,785.62;2,635.55;6,013.71;240.00;-;38,696.16;9,868.33;2,349.09;2,856.00
Dec 12, 2025;Dec 13, 2025;10,992.50;13,576.95;1,533.69;10,550.84;240.00;-;39,376.47;9,903.30;14,937.26;2,859.24
Dec 13, 2025;Dec 14, 2025;11,044.74;12,064.62;466.65;4,895.35;240.00;-;34,815.38;9,535.94;7,333.96;2,856.00
Dec 14, 2025;Dec 15, 2025;11,177.22;11,098.67;764.15;4,090.70;240.00;-;30,185.01;9,203.70;2,764.73;2,856.00
Dec 15, 2025;Dec 16, 2025;11,051.63;10,956.83;5,567.37;12,081.16;240.00;-;45,516.11;9,553.88;5,737.84;3,049.79
Dec 16, 2025;Dec 17, 2025;10,874.45;11,641.33;6,483.35;4,687.12;240.00;-;58,735.11;9,983.25;15,276.98;3,042.23
Dec 17, 2025;Dec 18, 2025;10,923.69;11,699.46;4,137.43;10,005.46;240.00;-;64,841.61;10,185.85;12,034.70;2,856.00
Dec 18, 2025;Dec 19, 2025;10,982.26;11,196.67;10,441.71;15,871.76;240.00;-;25,237.44;10,673.62;5,253.41;2,856.00
Dec 19, 2025;Dec 20, 2025;10,775.48;11,517.09;14,477.58;3,878.68;240.00;-;19,864.05;10,888.75;5,319.55;2,856.00
Dec 20, 2025;Dec 21, 2025;10,773.55;10,183.98;4,084.08;10,371.60;240.00;-;19,683.80;9,978.33;8,383.59;2,856.00
Dec 21, 2025;Dec 22, 2025;10,862.54;9,348.74;13,248.58;12,813.62;240.00;-;15,614.08;9,560.57;1,864.90;2,856.00
Dec 22, 2025;Dec 23, 2025;10,612.73;9,765.50;6,799.12;4,445.70;240.00;-;21,141.02;9,692.74;10,503.21;2,856.00
Dec 23, 2025;Dec 24, 2025;10,581.00;9,918.16;12,293.24;1,659.51;240.00;-;15,372.67;9,194.27;5,684.84;2,856.00
Dec 24, 2025;Dec 25, 2025;10,483.59;8,225.29;23,511.16;1,496.90;240.00;-;12,353.88;8,972.49;3,633.03;2,856.00
Dec 25, 2025;Dec 26, 2025;10,455.26;8,349.92;20,026.36;10,150.39;240.00;-;15,079.15;8,855.02;3,980.83;2,856.00
Dec 26, 2025;Dec 27, 2025;10,195.66;8,115.15;17,661.33;12,249.77;240.00;-;17,573.18;9,315.61;8,769.58;2,856.00
Dec 27, 2025;Dec 28, 2025;10,402.42;7,864.79;10,119.94;13,988.00;240.00;-;15,030.01;9,303.13;1,104.06;2,856.00
Dec 28, 2025;Dec 29, 2025;10,295.33;7,898.35;13,083.78;15,056.89;240.00;-;22,135.91;9,306.76;5,322.33;2,856.00
Dec 29, 2025;Dec 30, 2025;10,283.40;8,075.60;4,052.19;13,772.45;240.00;-;28,873.37;9,441.52;4,409.87;2,856.00
Dec 30, 2025;Dec 31, 2025;10,282.30;8,267.88;5,958.08;10,112.09;240.00;-;17,960.87;10,588.65;10,282.19;2,856.00
Dec 31, 2025;Jan 1, 2026;10,099.66;7,557.52;11,331.22;14,942.63;240.00;-;37,877.85;11,279.26;5,990.28;3,111.33
